DOID:12621	Hematopoietic stem cells (HSCs), also spelled Hæmatopoietic stem cells, are multipotent stem cells that give rise to all the blood cell types from the myeloid (monocytes and macrophages, neutrophils, basophils, eosinophils, erythrocytes, megakaryocytes/platelets, dendritic cells), and lymphoid lineages (T-cells, B-cells, NK-cells). The definition of haematopoietic stem cells has undergone considerable revision in the last two decades. The hematopoietic tissue contains cells with long-term and short-term regeneration capacities and committed multipotent, oligopotent, and unipotent progenitors. HSCs constitute 1:10.000 of cells in myeloid tissue.
DOID:12638	Pyloric stenosis (or infantile hypertrophic pyloric stenosis) is a condition that causes severe projectile non-bilious vomiting in the first few months of life. There is narrowing (stenosis) of the opening from the stomach to the first part of the small intestine known as the duodenum, due to enlargement (hypertrophy) of the muscle surrounding this opening (the pylorus, meaning "gate"), which spasms when the stomach empties. This hypertrophy is felt classically as an olive-shaped mass in the middle upper part or right upper quadrant of the infant's abdomen. In pyloric stenosis, it is uncertain whether there is a real congenital narrowing or whether there is a functional hypertrophy of the pyloric sphincter muscle. This condition typically develops in male babies in the first 2-6 weeks of life.
DOID:12639	Pyloric stenosis (or infantile hypertrophic pyloric stenosis) is a condition that causes severe projectile non-bilious vomiting in the first few months of life. There is narrowing (stenosis) of the opening from the stomach to the first part of the small intestine known as the duodenum, due to enlargement (hypertrophy) of the muscle surrounding this opening (the pylorus, meaning "gate"), which spasms when the stomach empties. This hypertrophy is felt classically as an olive-shaped mass in the middle upper part or right upper quadrant of the infant's abdomen. In pyloric stenosis, it is uncertain whether there is a real congenital narrowing or whether there is a functional hypertrophy of the pyloric sphincter muscle. This condition typically develops in male babies in the first 2-6 weeks of life.
DOID:2106	Thomsen disease, a form of Myotonia congenita, is a muscular genetic disorder characterized by muscle stiffness (cramp) and an inability of the muscle to relax after a voluntary contraction. The affected muscle functions normally after a few repetitions.
DOID:211	In medicine, an enthesopathy refers to a disorder of entheses (bone attachments).
DOID:2099	Extramammary Paget’s disease (EMPD), also Extramammary Paget disease, is a rare, slow-growing, usually non-invasive intraepithelial (in the skin) adenocarcinoma outside of the mammary gland and includes Paget's disease of the vulva and the extremely rare Paget's disease of the penis. Extramammary Paget’s disease involves primarily the epidermis but occasionally extends into the underlying dermis. It has a predilection for apocrine gland bearing areas, mostly the perineum, vulva, axilla, scrotum, and penis.
DOID:4845	Pilocytic astrocytoma or juvenile pilocytic astrocytoma or cystic cerebellar astrocytoma (and its variant juvenile pilomyxoid astrocytoma) is a neoplasm of the brain that occurs more often in children and young adults (in the first 20 years of life). They usually arise in the cerebellum, near the brainstem, hypothalamic region, or the optic chiasm, but they may occur in any area where astrocytes are present, including the cerebral hemispheres and the spinal cord. These tumors are usually slow growing. The neoplasms are associated with the formation of a single (or multiple) cyst(s), and can become very large.
DOID:3731	Haemophilus influenzae, formerly called Pfeiffer's bacillus or Bacillus influenzae, Gram-negative, rod-shaped bacterium first described in 1892 by Richard Pfeiffer during an influenza pandemic. A member of the Pasteurellaceae family, it is generally aerobic, but can grow as a facultative anaerobe. H. influenzae was mistakenly considered to be the cause of influenza until 1933, when the viral etiology of the flu became apparent. Still, H. influenzae is responsible for a wide range of clinical diseases.
DOID:3726	A puerperal disorder is a disorder which presents primarily during the puerperium.
DOID:3724	Malignant mediastinal germ cell tumors of various histologies were first described as a clinical entity approximately 50 years ago.[when?] Mediastinal and other extragonadal germ cell tumors were initially thought to represent isolated metastases from an inapparent gonadal primary site.
DOID:7891	Seminoma (also known as pure seminoma or classical seminoma) is a germ cell tumor (cancer) of the testis. It is one of the most treatable and curable cancers, with survival &gt;95% in the early stages. Treatment usually requires removal of one testis, but this does not affect fertility or other sexual functioning.
DOID:7880	Luteoma is a rare tumor of the ovaries.
DOID:11452	Hepatitis B is an infectious illness caused by hepatitis B virus (HBV) which infects the liver of hominoidea, including humans, and causes an inflammation called hepatitis. Originally known as "serum hepatitis", the disease has caused epidemics in parts of Asia and Africa, and it is endemic in China. More than 2 billion people have been infected with the hepatitis B virus, and this includes 350 million chronic carriers of the virus. Transmission of hepatitis B virus results from exposure to infectious blood or body fluids such as semen and vaginal fluids, while viral DNA has been detected in the saliva, tears, and urine of chronic carriers with high titer DNA in serum. Perinatal infection is a major route of infection in endemic (mainly developing) countries. Other risk factors for developing HBV infection include working in a health care setting, transfusions, and dialysis, acupuncture, tattooing, extended overseas travel and residence in an institution.   However, Hepatitis B viruses cannot be spread by holding hands, sharing eating utensils or drinking glasses, kissing, hugging, coughing, sneezing, or breastfeeding.
DOID:11451	Syphilis is a sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum. The primary route of transmission is through sexual contact; however, it may also be transmitted from mother to fetus during pregnancy or at birth, resulting in congenital syphilis. Other human diseases caused by related Treponema pallidum include yaws (subspecies pertenue), pinta (subspecies carateum) and bejel (subspecies endemicum).
DOID:11433	Cholesteatoma is a destructive and expanding growth consisting of keratinizing squamous epithelium in the middle ear and/or mastoid process.
DOID:11442	A mastocytoma or mast cell tumor is a type of tumor consisting of mast cells. It is found in humans and many animal species; in human medicine it also can refer to an accumulation or nodule of mast cells that resembles a tumor.
DOID:789	Glaucoma is an eye disease in which the optic nerve is damaged in a characteristic pattern. This can permanently damage vision in the affected eye(s) and lead to blindness if left untreated. It is normally associated with increased fluid pressure in the eye (aqueous humour). The term 'ocular hypertension' is used for people with consistently raised intraocular pressure (IOP) without any associated optic nerve damage. Conversely, the term 'normal tension' or 'low tension' glaucoma is used for those with optic nerve damage and associated visual field loss but normal or low IOP.
DOID:11459	Idiopathic intracranial hypertension (IIH), sometimes called by the older names benign intracranial hypertension (BIH) or pseudotumor cerebri (PTC), is a neurological disorder that is characterized by increased intracranial pressure (pressure around the brain) in the absence of a tumor or other diseases. The main symptoms are headache, nausea and vomiting, as well as pulsatile tinnitus (buzzing in the ears synchronous with the pulse), double vision and other visual symptoms. If untreated, it may lead to swelling of the optic disc in the eye, which can progress to vision loss.
DOID:11457	Brain herniation, also known as cistern obliteration, is a deadly side effect of very high intracranial pressure that occurs when the brain shifts across structures within the skull. The brain can shift by such structures as the falx cerebri, the tentorium cerebelli, and even through the foramen magnum in the base of the skull (through which the spinal cord connects with the brain). Herniation can be caused by a number of factors that cause a mass effect and increase intracranial pressure (ICP): these include traumatic brain injury, stroke, or brain tumor. Because herniation puts extreme pressure on parts of the brain and thereby cuts off the blood supply to various parts of the brain, it is often fatal. Therefore, extreme measures are taken in hospital settings to prevent the condition by reducing intracranial pressure. Herniation can also occur in the absence of high ICP when mass lesions such as hematomas occur at the borders of brain compartments.
DOID:2833	Polycythemia (also known as polycythaemia or erythrocytosis) is a disease state in which the proportion of blood volume that is occupied by red blood cells increases. Blood volume proportions can be measured as hematocrit level.
DOID:2828	Cholecystitis is inflammation of the gall bladder.
DOID:2838	Polycythemia (also known as polycythaemia or erythrocytosis) is a disease state in which the proportion of blood volume that is occupied by red blood cells increases. Blood volume proportions can be measured as hematocrit level.
DOID:2839	Polycythemia (also known as polycythaemia or erythrocytosis) is a disease state in which the proportion of blood volume that is occupied by red blood cells increases. Blood volume proportions can be measured as hematocrit level.
DOID:2834	Polycythemia (also known as polycythaemia or erythrocytosis) is a disease state in which the proportion of blood volume that is occupied by red blood cells increases. Blood volume proportions can be measured as hematocrit level.
DOID:2835	Polycythemia (also known as polycythaemia or erythrocytosis) is a disease state in which the proportion of blood volume that is occupied by red blood cells increases. Blood volume proportions can be measured as hematocrit level.
DOID:11575	Pneumococcal infection refers to an infection caused by Streptococcus pneumoniae.
DOID:11569	Da Costa's syndrome, which was colloquially known as soldier's heart, is a syndrome with a set of symptoms that are similar to those of heart disease, though a physical examination does not reveal any physiological abnormalities. In modern times, Da Costa's syndrome is considered the manifestation of an anxiety disorder and treatment is primarily behavioral, involving modifications to lifestyle and daily exertion.
DOID:11563	Retinal vasculitis is inflammation of the vascular branches of the retinal artery, caused either by primary ocular disease processes, or as a specific presentation of any systemic form of vasculitis such as Behçet's disease, sarcoidosis, multiple sclerosis, or any form of systemic nectrozing vasculitis such as temporal arteritis, polyarteritis nodosa, and Wegener's granulomatosis, or due to lupus erythematosus, or rheumatoid arthritis. Eales disease, pars planitis, birdshot retinochoroidopathy (autoimmune bilateral posterior uveitis), and Fuchs heterochromic iridocyclitis (FHI) can also cause retinal vasculitis. Infectious pathogens such as Mycobacterium tuberculosis, visceral larva migrans (Toxocara canis &amp; Toxocara cati) can also cause retinal vasculitis.
DOID:11561	Hypertensive retinopathy is damage to the retina and retinal circulation due to high blood pressure (i.e. hypertension).
DOID:7902	The International Classification of Diseases for Oncology (ICD-O) is a domain specific extension of the International Statistical Classification of Diseases and Related Health Problems for tumor diseases. This classification is widely used by cancer registries.
DOID:2756	Paratuberculosis is a contagious, chronic and sometimes fatal infection that primarily affects the small intestine of ruminants. It is caused by the bacterium Mycobacterium avium subspecies paratuberculosis. Infections normally affect ruminants (mammals that have four compartments of their stomachs, of which the rumen is one), but have also been seen in a variety of nonruminant species, including rabbits, foxes and birds. Horses, dogs and nonhuman primates have been infected experimentally. Paratuberculosis is found worldwide, with Norway, Sweden and some states in Australia as the only areas proven to be free of the disease.
DOID:2754	Glycogen storage disease type VI (GSD VI) is a type of glycogen storage disease caused by a deficiency in liver glycogen phosphorylase or other components of the associated phosphorylase cascade system.
DOID:2753	Lysosomal are a group of approximately 50 rare inherited metabolic disorders that result from defects in lysosomal function. Lysosomal storage diseases result when the lysosome – a specific organelle in the body's cells – malfunctions.
DOID:2752	Glycogen storage disease type II (also called Pompe disease or acid maltase deficiency) is an autosomal recessive metabolic disorder which damages muscle and nerve cells throughout the body. It is caused by an accumulation of glycogen in the lysosome due to deficiency of the lysosomal acid alpha-glucosidase enzyme. It is the only glycogen storage disease with a defect in lysosomal metabolism, and the first glycogen storage disease to be identified, in 1932.
DOID:2751	Glycogen storage disease type VI (GSD VI) is a type of glycogen storage disease caused by a deficiency in liver glycogen phosphorylase or other components of the associated phosphorylase cascade system.
DOID:2750	Glycogen storage disease is a rare hereditary metabolic disorder.
DOID:275	A paraneoplastic syndrome is a disease or symptom that is the consequence of the presence of cancer in the body, but is not due to the local presence of cancer cells. These phenomena are mediated by humoral factors (by hormones or cytokines) excreted by tumor cells or by an immune response against the tumor. Paraneoplastic syndromes are typical among middle aged to older patients, and they most commonly present with cancers of the lung, breast, ovaries or lymphatic system (a lymphoma). Sometimes the symptoms of paraneoplastic syndromes show before the diagnosis of a malignancy, which has been hypothesized to relate to the disease pathogenesis. In this paradigm, tumor cells express tissue-restricted antigens (such as neuronal proteins), triggering an anti-tumor immune response which may be partially or, rarely, completely effective in suppressing tumor growth and symptoms. Patients then come to clinical attention when this tumor immune response breaks immune tolerance and begins to attack the normal tissue expressing that (e.g. neuronal) protein.
DOID:2757	Tuberculosis, MTB, or TB (short for tubercle bacillus) is a common, and in many cases lethal, infectious disease caused by various strains of mycobacteria, usually Mycobacterium tuberculosis. Tuberculosis usually attacks the lungs but can also affect other parts of the body. It is spread through the air when people who have an active MTB infection cough, sneeze, or otherwise transmit their saliva through the air. Most infections in humans result in an asymptomatic, latent infection, and about one in ten latent infections eventually progresses to active disease, which, if left untreated, kills more than 50% of those infected.
DOID:13724	Scurvy is a disease resulting from a deficiency of vitamin C, which is required for the synthesis of collagen in humans. The chemical name for vitamin C, ascorbic acid, is derived from the Latin name of scurvy, scorbutus, which also provides the adjective scorbutic ("of, characterized by or having to do with scurvy"). Scurvy often presents itself initially as symptoms of malaise and lethargy, followed by formation of spots on the skin, spongy gums, and bleeding from the mucous membranes. Spots are most abundant on the thighs and legs, and a person with the ailment looks pale, feels depressed, and is partially immobilized. As scurvy advances, there can be open, suppurating wounds, loss of teeth, jaundice, fever, neuropathy and death.
DOID:13725	Beriberi is a nervous system ailment caused by a thiamine (vitamin B1) deficiency in the diet. Thiamine is involved in the breakdown of molecules such as glucose and is also found on the membranes of neurons. Symptoms of beriberi include severe lethargy and fatigue, together with complications affecting the cardiovascular, nervous, muscular, and gastrointestinal systems.
DOID:13711	Dental fluorosis is a developmental disturbance of dental enamel caused by excessive exposure to high concentrations of fluoride during tooth development. The risk of fluoride overexposure occurs between the ages of 3 months and 8 years. In its mild forms (which are its most common), fluorosis often appears as unnoticeable, tiny white streaks or specks in the enamel of the tooth. In its most severe form, tooth appearance is marred by discoloration or brown markings. The enamel may be pitted, rough and hard to clean.  The spots and stains left by fluorosis are permanent and may darken over time.
DOID:13714	In dentistry, anodontia, also called anodontia vera, is a rare genetic disorder characterized by the congenital absence of all primary or permanent teeth. It is associated with the group of skin and nerve syndromes called the ectodermal dysplasias. Anodontia is usually part of a syndrome and seldom occurs as an isolated entity.
DOID:12217	Dementia with Lewy bodies (DLB), also known under a variety of other names including Lewy body dementia, diffuse Lewy body disease, cortical Lewy body disease, and senile dementia of Lewy type, is a type of dementia closely allied to both Alzheimers and Parkinson's Diseases. It is characterized anatomically by the presence of Lewy bodies, clumps of alpha-synuclein and ubiquitin protein in neurons, detectable in post-mortem brain histology. Lewy Body dementia affects 1.3 million individuals in the United States alone.
DOID:13717	Glaucoma is an eye disease in which the optic nerve is damaged in a characteristic pattern. This can permanently damage vision in the affected eye(s) and lead to blindness if left untreated. It is normally associated with increased fluid pressure in the eye (aqueous humour). The term 'ocular hypertension' is used for people with consistently raised intraocular pressure (IOP) without any associated optic nerve damage. Conversely, the term 'normal tension' or 'low tension' glaucoma is used for those with optic nerve damage and associated visual field loss but normal or low IOP.
DOID:1222	In medicine, Chondropathy refers to a disease of the cartilage. It is frequently divided into 5 grades, with 0-2 defined as normal, and 3-4 defined as diseased.
DOID:12221	A musculoskeletal system (also known as the locomotor system) is an organ system that gives animals (including humans) the ability to move using the muscular and skeletal systems. The musculoskeletal system provides form, support, stability, and movement to the body.
DOID:10803	Haemophilus meningitis is a type of bacterial meningitis associated with Haemophilus influenzae infections.
DOID:12226	Ménière's is a disorder of the inner ear that can affect hearing and balance to a varying degree. It is characterized by episodes of vertigo and tinnitus and progressive hearing loss, usually in one ear. It is named after the French physician Prosper Ménière, who, in an article published in 1861, first reported that vertigo was caused by inner ear disorders. The condition affects people differently; it can range in intensity from being a mild annoyance to a chronic, lifelong disability.
DOID:10155	Colorectal cancer, commonly known as bowel cancer, is a cancer from uncontrolled cell growth in the colon, rectum, or appendix. Symptoms typically include rectal bleeding and anemia which are sometimes associated with weight loss and changes in bowel habits.
DOID:10154	In oncology, small intestine cancer, also small bowel cancer and cancer of the small bowel, is a cancer of the small intestine. It is relatively rare compared to other gastrointestinal malignancies such as gastric cancer (stomach cancer) and colorectal cancer.
DOID:10156	In oncology, small intestine cancer, also small bowel cancer and cancer of the small bowel, is a cancer of the small intestine. It is relatively rare compared to other gastrointestinal malignancies such as gastric cancer (stomach cancer) and colorectal cancer.
DOID:10165	Pancreatic cancer refers to a malignant neoplasm originating from transformed cells arising in tissues forming the pancreas. The most common type of pancreatic cancer, accounting for 95% of these tumors, is adenocarcinoma (tumors exhibiting glandular architecture on light microscopy) arising within the exocrine component of the pancreas. A minority arise from islet cells, and are classified as neuroendocrine tumors. The symptoms that lead to diagnosis depend on the location, the size, and the tissue type of the tumor. They may include abdominal pain and jaundice (if the tumor compresses the bile duct).
DOID:1016	Tuberculosis, MTB, or TB (short for tubercle bacillus) is a common, and in many cases lethal, infectious disease caused by various strains of mycobacteria, usually Mycobacterium tuberculosis. Tuberculosis usually attacks the lungs but can also affect other parts of the body. It is spread through the air when people who have an active MTB infection cough, sneeze, or otherwise transmit their saliva through the air. Most infections in humans result in an asymptomatic, latent infection, and about one in ten latent infections eventually progress to active disease, which, if left untreated, kills more than 50% of those infected.
DOID:10174	Rhinoplasty (Greek: ῥίς rhis, nose + πλάσσειν plassein, to shape), also nose job, is a plastic surgery procedure for correcting and reconstructing the form, restoring the functions, and aesthetically enhancing the nose, by resolving nasal trauma (blunt, penetrating, blast), congenital defect, respiratory impediment, and a failed primary rhinoplasty. In the surgeries — closed rhinoplasty and open rhinoplasty — an otolaryngologist (ear, nose, and throat specialist), a maxillofacial surgeon (jaw, face, and neck specialist), or a plastic surgeon, creates a functional, aesthetic, and facially proportionate nose by separating the nasal skin and the soft tissues from the osseo-cartilaginous nasal framework, correcting them as required for form and function, suturing the incisions, and applying a stent to immobilize the corrected (new) nose to ensure the proper healing of the surgical cuts.
DOID:10173	A lumbar puncture (or LP, and colloquially known as a spinal tap) is a diagnostic and at times therapeutic procedure that is performed in order to collect a sample of cerebrospinal fluid (CSF) for biochemical, microbiological, and cytological analysis, or very rarely as a treatment ("therapeutic lumbar puncture") to relieve increased intracranial pressure.
DOID:10175	No reason has been cited for the Wikify tag on this article.
DOID:6273	Hypopituitarism is the decreased (hypo) secretion of one or more of the eight hormones normally produced by the pituitary gland at the base of the brain. If there is decreased secretion of most pituitary hormones, the term panhypopituitarism (pan meaning "all") is used.
DOID:8651	Hodgkin's lymphoma, previously known as Hodgkin's disease, is a type of lymphoma, which is a cancer originating from white blood cells called lymphocytes. It was named after Thomas Hodgkin, who first described abnormalities in the lymph system in 1832. Hodgkin's lymphoma is characterized by the orderly spread of disease from one lymph node group to another and by the development of systemic symptoms with advanced disease. When Hodgkins cells are examined microscopically, multinucleated Reed-Sternberg cells (RS cells) are the characteristic histopathologic finding. Hodgkin's lymphoma may be treated with radiation therapy, chemotherapy or hematopoietic stem cell transplantation, the choice of treatment depending on the age and sex of the patient and the stage, bulk and histological subtype of the disease.
DOID:5042	Granular cell tumor (also known as "Abrikossoff's tumor," "Granular cell myoblastoma," "Granular cell nerve sheath tumor," "Granular cell schwannoma") is a tumor that can develop on any skin or mucosal surface, but occurs on the tongue 40% of the time. The formation of a granular cell tumor is a neoplastic process and the lesions formed are of neural derivation, as supported by immunophenotypic and ultrastructural evidence. The neoplasm can affect all parts of the body, however, the head and neck areas are affected 45% to 65% of the time. Of the head and neck cases 70% of lesions are located intraorally(tongue, oral mucosa, hard palate). The next most common location that lesions are found in the head and neck area is the larynx (10%). Granular cell tumors are also found in the internal organs, particularly in the upper aerodigestive tract. The usual presentation is of slow growing behavior, forming a polygonal accumulation of secondary lysosomes in the cytoplasm. Granular cell tumors are typically solitary and are rarely larger than three centimeters. This type of tumor has been found to be both benign and malignant, although malignancy is rare and comprises only 2% of all granular cell tumors. The primary method for treatment is surgical, not medical. Radiation and chemotherapy are not needed for benign lesions and are not effective for malignant lesions. Benign granular cell tumors have a recurrence rate of 2% to 8% when resection margins are deemed clear of tumor infiltration. When the resection margins of a benign granular cell tumor are positive for tumor infiltration the recurrence rate is increased to 20%. Malignant lesions are aggressive and difficult to eradicate with surgery and have a recurrence rate of 32%.
DOID:2100	Vulvar cancer, a malignant invasive growth in the vulva, accounts for about 4&#160;% of all gynecological cancers and typically affects women in later life. It is estimated that in the United States in 2006 about 3,740 new cases will be diagnosed and about 880 women will die as a result of vulvar cancer. Vulvar carcinoma is separated from vulvar intraepithelial neoplasia (VIN), a non-invasive lesion of the epithelium that can progress via carcinoma-in-situ to squamous cell cancer, and from Paget disease of the vulva.
DOID:5041	Esophageal cancer (or oesophageal cancer) is malignancy of the esophagus. There are various subtypes, primarily squamous cell cancer (approx 90-95% of all esophageal cancer worldwide) and adenocarcinoma (approx. 50-80% of all esophageal cancer in the United States). Squamous cell cancer arises from the cells that line the upper part of the esophagus. Adenocarcinoma arises from glandular cells that are present at the junction of the esophagus and stomach.
DOID:5039	Granular cell tumor (also known as "Abrikossoff's tumor," "Granular cell myoblastoma," "Granular cell nerve sheath tumor," "Granular cell schwannoma") is a tumor that can develop on any skin or mucosal surface, but occurs on the tongue 40% of the time. The formation of a granular cell tumor is a neoplastic process and the lesions formed are of neural derivation, as supported by immunophenotypic and ultrastructural evidence. The neoplasm can affect all parts of the body, however, the head and neck areas are affected 45% to 65% of the time. Of the head and neck cases 70% of lesions are located intraorally(tongue, oral mucosa, hard palate). The next most common location that lesions are found in the head and neck area is the larynx (10%). Granular cell tumors are also found in the internal organs, particularly in the upper aerodigestive tract. The usual presentation is of slow growing behavior, forming a polygonal accumulation of secondary lysosomes in the cytoplasm. Granular cell tumors are typically solitary and are rarely larger than three centimeters. This type of tumor has been found to be both benign and malignant, although malignancy is rare and comprises only 2% of all granular cell tumors. The primary method for treatment is surgical, not medical. Radiation and chemotherapy are not needed for benign lesions and are not effective for malignant lesions. Benign granular cell tumors have a recurrence rate of 2% to 8% when resection margins are deemed clear of tumor infiltration. When the resection margins of a benign granular cell tumor are positive for tumor infiltration the recurrence rate is increased to 20%. Malignant lesions are aggressive and difficult to eradicate with surgery and have a recurrence rate of 32%.
DOID:5032	The pineal gland (also called the pineal body, epiphysis cerebri, epiphysis, conarium or the "third eye") is a small endocrine gland in the vertebrate brain. It produces the serotonin derivative melatonin, a hormone that affects the modulation of wake/sleep patterns and seasonal functions. Its shape resembles a tiny pine cone (hence its name), and it is located near the centre of the brain, between the two hemispheres, tucked in a groove where the two rounded thalamic bodies join.
DOID:4645	Retinoblastoma (Rb) is a rapidly developing cancer that develops in the cells of retina, the light-detecting tissue of the eye. In the developed world, Rb has one of the best cure rates of all childhood cancers (95-98%), with more than nine out of every ten sufferers surviving into adulthood.
DOID:4637	Adenitis is a general term for an inflammation of a gland or lymph node.
DOID:4639	Lymphogranuloma venereum (also known as "Climatic bubo," "Durand–Nicolas–Favre disease," "Poradenitis inguinale," and "Strumous bubo") is a sexually transmitted disease caused by the invasive serovars L1, L2, L2a or L3 of Chlamydia trachomatis.
DOID:4648	Gene conversion is an event in DNA genetic recombination, which occurs at high frequencies during meiotic division but which also occurs in somatic cells. It is a process by which DNA sequence information is transferred from one DNA helix (which remains unchanged) to another DNA helix, whose sequence is altered. It is one of the ways a gene may be mutated. Gene conversion may lead to non-Mendelian inheritance and has often been recorded in fungal crosses.
DOID:8348	Pancreatic cancer refers to a malignant neoplasm originating from transformed cells arising in tissues forming the pancreas. The most common type of pancreatic cancer, accounting for 95% of these tumors, is adenocarcinoma (tumors exhibiting glandular architecture on light microscopy) arising within the exocrine component of the pancreas. A minority arise from islet cells, and are classified as neuroendocrine tumors. The symptoms that lead to diagnosis depend on the location, the size, and the tissue type of the tumor. They may include abdominal pain and jaundice (if the tumor compresses the bile duct).
DOID:119	Vulvar cancer, a malignant invasive growth in the vulva, accounts for about 4&#160;% of all gynecological cancers and typically affects women in later life. It is estimated that in the United States in 2006 about 3,740 new cases will be diagnosed and about 880 women will die as a result of vulvar cancer. Vulvar carcinoma is separated from vulvar intraepithelial neoplasia (VIN), a non-invasive lesion of the epithelium that can progress via carcinoma-in-situ to squamous cell cancer, and from Paget disease of the vulva.
DOID:11885	A ureteral neoplasm is a type of tumor that can be primary, or associated with a metastasis from another site.
DOID:11887	A uterine fibroid (also uterine leiomyoma, myoma, fibromyoma, leiofibromyoma, fibroleiomyoma, and fibroma) (the plural of myoma is myomas or myomata) is a benign (non-cancerous) tumor that originates from the smooth muscle layer (myometrium) and the accompanying connective tissue of the uterus.
DOID:13477	Balanitis xerotica obliterans (BXO) is a dermatological (skin) condition affecting the male genitalia. It was first described by Stuhmer in 1928, though earlier reports describe what may have been the same condition. BXO commonly occurs on the foreskin and glans penis. Atrophic white patches appear on the affected area, and commonly, a whitish ring of indurated (hardened) tissue usually forms near the tip that may prevent retraction.
DOID:13480	Schizoaffective disorder is a psychiatric diagnosis that describes a mental disorder characterized by recurring episodes of elevated or depressed mood, or of simultaneously elevated and depressed mood, that alternate with, or occur together with, distortions in perception.
DOID:13482	Beckwith–Wiedemann syndrome (BWS) is an overgrowth disorder usually (but not always) present at birth characterized by an increased risk of childhood cancer and certain congenital features. Originally, Dr. Hans-Rudolf Wiedemann coined the term exomphalos-macroglossia-gigantism (EMG) syndrome to describe the combination of congenital abdominal wall defects as hernia - exomphalos, large tongue - macroglossia, and large body (and/or long limbs) - gigantism. Over time, this constellation was renamed Beckwith–Wiedemann syndrome following the autoptical observations of Prof. Beckwith, who observed also severe increase in the size of the adrenal glands in some of these patients. Five common features used to define BWS are: macroglossia, macrosomia - (birth weight and length &gt;90th percentile), midline abdominal wall defects (omphalocele, umbilical hernia, diastasis recti), ear creases or ear pits, and neonatal hypoglycemia (low blood sugar after birth).
